sys.exec.out.time {s},chaser.lvlh_rel_state.rel_state.trans.position[0] {m},chaser.lvlh_rel_state.rel_state.trans.position[1] {m},chaser.lvlh_rel_state.rel_state.trans.position[2] {m},chaser.lvlh_rel_state.rel_state.trans.velocity[0] {m/s},chaser.lvlh_rel_state.rel_state.trans.velocity[1] {m/s},chaser.lvlh_rel_state.rel_state.trans.velocity[2] {m/s},gnc.meas_rel_pos[0] {m},gnc.meas_rel_pos[1] {m},gnc.meas_rel_pos[2] {m},gnc.meas_rel_vel[0] {m/s},gnc.meas_rel_vel[1] {m/s},gnc.meas_rel_vel[2] {m/s},gnc.setpoint_pos[0] {m},gnc.setpoint_pos[1] {m},gnc.setpoint_pos[2] {m},gnc.setpoint_vel[0] {m/s},gnc.setpoint_vel[1] {m/s},gnc.setpoint_vel[2] {m/s},gnc.guidance.state_ {1},gnc.guidance.current_leg_ {--},gnc.cmd_force[0] {N},gnc.cmd_force[1] {N},gnc.cmd_force[2] {N},gnc.control.saturated_[0] {--},gnc.control.saturated_[1] {--},gnc.control.saturated_[2] {--}
0,-948.371091994605,44.3301635231656,-29.0683683203533,-0.369813928071972,-0.10916354717656,0.22576715577635,-948.511379265518,44.2256488421214,-29.264307777328,-0.372966848894095,-0.10845011728541,0.211611630597475,-500,0,0,0,0,0,0,0,934.319443420446,-77.6062859557019,37.3674524949086,0,0,0
1,-948.274074656126,44.1821900604021,-28.8241119498901,0.563869307381725,-0.186783378347817,0.262216895393402,-948.210884469043,44.0918777711232,-28.8046688582943,0.571642819399338,-0.191211892379859,0.271460354191886,-500,0,0,0,0,0,0,0,839.257486998153,-69.0625663042604,30.4633022974001,0,0,0
2,-947.290852245239,43.9608693255179,-28.5483297941248,1.40259124446641,-0.255858091423398,0.288872463458518,-947.328909747662,43.9171571489315,-28.4101890627955,1.3988966696632,-0.24570822329054,0.286001464238813,-500,0,0,0,0,0,0,0,754.768152529003,-63.263491968809,28.2202317017097,0,0,0
3,-945.51111010703,43.6733740234552,-28.2482891704306,2.15690658763384,-0.319132512716477,0.31078160414833,-945.589920619109,43.5694834282383,-28.1944641129174,2.17647335612698,-0.317939060664927,0.303162126124941,-500,0,0,0,0,0,0,0,673.53250562552,-55.3450607899838,26.0727156133406,0,0,0
4,-943.017635259378,43.3265641009487,-27.928505195861,2.83005469654778,-0.374487332329153,0.3284051012772,-943.012882653445,43.2733179419857,-27.9710566035328,2.84760866704644,-0.366024387397934,0.333669884640592,-500,0,0,0,0,0,0,0,601.264898602246,-49.9441971441779,22.5751247430064,0,0,0
5,-939.887121693704,42.9271003164891,-27.5937807638765,3.43098141967292,-0.424440236625388,0.340703393338744,-940.079341694871,42.9601065968541,-27.4587908267587,3.42406950521462,-0.431710880019113,0.340667937119336,-500,0,0,0,0,0,0,0,537.751732868279,-42.7491251917968,20.8507879415838,0,0,0
6,-936.187416962754,42.4812816214122,-27.248421269979,3.96843553059046,-0.46719715353266,0.349711156257476,-936.204203049368,42.419732422513,-27.1468276542028,3.97279812425373,-0.466962225351851,0.368102718089233,-500,0,0,0,0,0,0,0,475.128593673363,-38.1432423098408,17.4833834994823,0,0,0
7,-931.981560433557,41.9950094076129,-26.8963986263486,4.4432827081624,-0.505347274040338,0.354065126676027,-931.824147286445,41.9422969812793,-26.8874039631582,4.44137596322036,-0.519078584007925,0.338361797105216,-500,0,0,0,0,0,0,0,419.510698250853,-31.976735561766,19.9386282157949,0,0,0
8,-927.328638241143,41.4736707145081,-26.5393458599654,4.86256792633029,-0.537330112089701,0.359802849768521,-927.321183641546,41.4503801519875,-26.5369908427174,4.85492541708819,-0.539059329365127,0.375882420606343,-500,0,0,0,0,0,0,0,369.149825574274,-28.9948273674623,15.4857396248005,0,0,0
9,-922.281614673049,40.9218405104796,-26.179234450194,5.23148269757637,-0.566330295892189,0.360210925982331,-922.329973103636,40.8232537198984,-25.9868482752096,5.24693793891985,-0.57627947956697,0.361233947936081,-500,0,0,0,0,0,0,0,319.966152315287,-24.0185594830999,15.8503017568112,0,0,0
10,-916.890254444023,40.3434986054848,-25.8188781579183,5.55124130015621,-0.590353514025147,0.360320442176164,-916.854130881423,40.2049329752001,-25.836803704025,5.54876431431808,-0.584616421839171,0.35380521684584,-500,0,0,0,0,0,0,0,278.831830331037,-21.9482237664832,16.2930857234659,0,0,0
11,-911.199688135111,39.742168941566,-25.4584758014506,5.82989499060009,-0.612305813756882,0.360326321494837,-911.076248190487,39.8986338397197,-25.4504629728903,5.81814964397957,-0.613431035273849,0.367064455787086,-500,0,0,0,0,0,0,0,240.337531983016,-18.4541641520545,14.194480367072,0,0,0
12,-905.249717179291,39.1206342886275,-25.099326624863,6.07004934857191,-0.63076349214867,0.357835877661459,-905.352067553373,39.192428412357,-24.9921824461921,6.06098150345068,-0.629116150185444,0.348837334679597,-500,0,0,0,0,0,0,0,204.605984761678,-15.4732418061695,15.1006314244246,0,0,0
13,-899.077441948227,38.4821326698523,-24.7423580742964,6.27450404563453,-0.646239745454263,0.355985278745401,-899.129697836258,38.6252915299403,-24.7943427191524,6.27031373744664,-0.634610478154289,0.356959457065559,-500,0,0,0,0,0,0,0,171.228021927853,-13.7895352444517,13.8927397317488,0,0,0
14,-892.717399974853,37.8289968925686,-24.3879251699097,6.44558218945816,-0.660031809133696,0.352783479451875,-892.739482564881,37.8241583993941,-24.5938109024842,6.4358524705979,-0.649960003014889,0.339417288341488,-500,0,0,0,0,0,0,0,141.893718069972,-10.6523164972993,15.2458929708195,0,0,0
15,-886.200926620617,37.1636378653642,-24.0360577917709,6.5873676368735,-0.670686245322302,0.350870814209423,-886.161568448083,37.0772560033192,-24.0150200389626,6.59035342621458,-0.674671854487688,0.34519428746882,-500,0,0,0,0,0,0,0,113.287794274709,-6.68732655786961,13.5106113310433,0,0,0
16,-879.556975026642,36.4896071062386,-23.6869510795146,6.70053780081458,-0.677375272984632,0.347278346829883,-879.537631004948,36.5006734554914,-23.8731519337851,6.70473904914839,-0.679175935470928,0.342272751243431,-500,0,0,0,0,0,0,0,88.6013570950569,-5.08375336389004,13.5190287432271,0,0,0
