sys.exec.out.time {s},chaser.lvlh_rel_state.rel_state.trans.position[0] {m},chaser.lvlh_rel_state.rel_state.trans.position[1] {m},chaser.lvlh_rel_state.rel_state.trans.position[2] {m},chaser.lvlh_rel_state.rel_state.trans.velocity[0] {m/s},chaser.lvlh_rel_state.rel_state.trans.velocity[1] {m/s},chaser.lvlh_rel_state.rel_state.trans.velocity[2] {m/s},gnc.meas_rel_pos[0] {m},gnc.meas_rel_pos[1] {m},gnc.meas_rel_pos[2] {m},gnc.meas_rel_vel[0] {m/s},gnc.meas_rel_vel[1] {m/s},gnc.meas_rel_vel[2] {m/s},gnc.setpoint_pos[0] {m},gnc.setpoint_pos[1] {m},gnc.setpoint_pos[2] {m},gnc.setpoint_vel[0] {m/s},gnc.setpoint_vel[1] {m/s},gnc.setpoint_vel[2] {m/s},gnc.guidance.state_ {1},gnc.guidance.current_leg_ {--},gnc.cmd_force[0] {N},gnc.cmd_force[1] {N},gnc.cmd_force[2] {N},gnc.control.saturated_[0] {--},gnc.control.saturated_[1] {--},gnc.control.saturated_[2] {--}
0,-942.763710157358,-55.5239558381734,-17.7664590096101,0.552412440682789,0.152964402378994,0.701478841658991,-942.903997428271,-55.6284705192176,-17.9623984665848,0.549259519860667,0.153677832270144,0.687323316480115,-500,0,0,0,0,0,0,0,830.882042870475,95.8891578114207,-32.8075347148419,0,0,0
1,-941.795688909652,-55.3230387052995,-17.082548896753,1.38361054464753,0.248869863369814,0.665870953430982,-941.73249872257,-55.4133509945784,-17.0631058051572,1.39138405666514,0.244441349337772,0.675114412229466,-500,0,0,0,0,0,0,0,744.326591778626,86.3825670553797,-33.3852296126322,0,0,0
2,-940.03980735233,-55.0309702723474,-16.4358427831591,2.12813178628603,0.335267002531366,0.627119855845722,-940.077864854752,-55.0746824489337,-16.2977020518298,2.12443721148282,0.345416870664224,0.624248856626017,-500,0,0,0,0,0,0,0,667.712008561221,75.607677831445,-29.829481558942,0,0,0
3,-937.577768521414,-54.6578928943152,-15.8272387189426,2.79592630296638,0.410887753518517,0.589710238953649,-937.656579033493,-54.7617834895321,-15.7734136614294,2.81549307145951,0.412081205570068,0.58209076093026,-500,0,0,0,0,0,0,0,593.763850921034,68.3154464220574,-26.6622487701671,0,0,0
4,-934.484960963743,-54.2128416054686,-15.2554222241025,3.38967037145504,0.479214824143934,0.553586593083052,-934.480208357809,-54.2660877644316,-15.2979736317743,3.4072243419537,0.487677769075153,0.558851376446445,-500,0,0,0,0,0,0,0,528.237982520249,59.7643986213479,-25.2891903810958,0,0,0
5,-930.831223740166,-53.7037394177285,-14.7198613552118,3.91778586611158,0.538989551309215,0.517236102860899,-931.023443741333,-53.6707331373635,-14.584871418094,3.91087395165328,0.53171890791549,0.517200646641491,-500,0,0,0,0,0,0,0,470.959492317338,54.1695754831781,-22.5503218279611,0,0,0
6,-926.678055342797,-53.1376604743953,-14.219980240887,4.38853381658306,0.593168335348005,0.48225952731724,-926.694841429412,-53.1992096732946,-14.1183866251108,4.39289641024634,0.593403263528813,0.500651089148997,-500,0,0,0,0,0,0,0,414.10004183419,47.0580929937078,-21.8283356646781,0,0,0
7,-922.082616755652,-52.5209590523607,-13.7552853410812,4.80232631065682,0.640234508754961,0.446895883676545,-921.925203608539,-52.5736714786943,-13.7462906778908,4.80041956571478,0.626503198787374,0.431192554105734,-500,0,0,0,0,0,0,0,363.8084506456,42.4970230786513,-15.6266740547918,0,0,0
8,-917.098553538086,-51.8594724680232,-13.3233253983078,5.16578631705948,0.682738659980335,0.416818080201684,-917.091098938489,-51.8827630305438,-13.3209703810597,5.15814380781737,0.68100944270491,0.432897651039506,-500,0,0,0,0,0,0,0,318.367817095241,35.6645817905967,-16.6478243418311,0,0,0
9,-911.773796509283,-51.1588984104477,-12.9223370040576,5.48371315576198,0.718409455236725,0.384978541242117,-911.82215493987,-51.2574852010289,-12.7299508290732,5.49916839710547,0.708460271561945,0.386001563195867,-500,0,0,0,0,0,0,0,273.727470169193,31.6689432458633,-13.1402546614402,0,0,0
10,-906.153455388608,-50.4246518076934,-12.5517193072242,5.7569563670864,0.750083750332847,0.356101964317982,-906.117331826008,-50.5632174379781,-12.5696448533309,5.75447938124827,0.755820842518823,0.349586738987659,-500,0,0,0,0,0,0,0,236.78672552719,25.5443506240738,-9.81938419210413,0,0,0
11,-900.278357517265,-49.6617935609603,-12.2085500764992,5.99322844861381,0.775632743227569,0.330102518407319,-900.154917572642,-49.5053286628067,-12.2005372479389,5.98148310199329,0.774507521710602,0.336840652699568,-500,0,0,0,0,0,0,0,202.161524945954,21.5599051545531,-9.28299077407892,0,0,0
12,-894.184327901917,-48.8753788871058,-11.8912765744535,6.19482012493129,0.79719660444894,0.304330125427234,-894.286678276,-48.8035847633763,-11.7841323957826,6.18575227981007,0.798843946412166,0.295331582445372,-500,0,0,0,0,0,0,0,169.998128570993,17.7227748855359,-5.9648934529719,0,0,0
13,-887.904794098815,-48.0693192243275,-11.5982208921385,6.36423871278375,0.814922721084742,0.281685079033772,-887.957049986846,-47.9261603642396,-11.6502055369945,6.36004840459586,0.826551988384715,0.28265925735393,-500,0,0,0,0,0,0,0,139.909259514105,13.1971218900076,-4.965514661404,0,0,0
14,-881.470902716343,-47.2477965673778,-11.3273587075478,6.50353590411265,0.828122592787039,0.259960171341775,-881.492985306371,-47.2526350605523,-11.5332444401223,6.49380618525239,0.838194398905846,0.246593980231387,-500,0,0,0,0,0,0,0,113.605352087504,10.6858302305201,-1.59290914289413,0,0,0
15,-874.910859921729,-46.4143299330528,-11.0765477001993,6.61654352048076,0.838810675828517,0.2415975995063,-874.871501749195,-46.5007117950977,-11.0555099473911,6.61952930982184,0.83482506666313,0.235921072765697,-500,0,0,0,0,0,0,0,87.7900725162066,9.51891692388244,-1.48108738178762,0,0,0
16,-868.250732611142,-45.5707589293432,-10.844000663242,6.70370512122521,0.848331331592736,0.223446861611355,-868.231388589448,-45.5596925800903,-11.0302015175125,6.70790636955902,0.84653066910644,0.218441266024902,-500,0,0,0,0,0,0,0,65.6721402229941,6.46631824953663,0.216276432534759,0,0,0
