sys.exec.out.time {s},chaser.lvlh_rel_state.rel_state.trans.position[0] {m},chaser.lvlh_rel_state.rel_state.trans.position[1] {m},chaser.lvlh_rel_state.rel_state.trans.position[2] {m},chaser.lvlh_rel_state.rel_state.trans.velocity[0] {m/s},chaser.lvlh_rel_state.rel_state.trans.velocity[1] {m/s},chaser.lvlh_rel_state.rel_state.trans.velocity[2] {m/s},gnc.meas_rel_pos[0] {m},gnc.meas_rel_pos[1] {m},gnc.meas_rel_pos[2] {m},gnc.meas_rel_vel[0] {m/s},gnc.meas_rel_vel[1] {m/s},gnc.meas_rel_vel[2] {m/s},gnc.setpoint_pos[0] {m},gnc.setpoint_pos[1] {m},gnc.setpoint_pos[2] {m},gnc.setpoint_vel[0] {m/s},gnc.setpoint_vel[1] {m/s},gnc.setpoint_vel[2] {m/s},gnc.guidance.state_ {1},gnc.guidance.current_leg_ {--},gnc.cmd_force[0] {N},gnc.cmd_force[1] {N},gnc.cmd_force[2] {N},gnc.control.saturated_[0] {--},gnc.control.saturated_[1] {--},gnc.control.saturated_[2] {--}
0,-963.164759968251,-74.380307623665,70.058330710046,0.563838101465085,0.144757773575462,1.81346819197067,-963.305047239164,-74.4848223047092,69.8623912530713,0.560685180642962,0.145471203466612,1.7993126667918,-500,0,0,0,0,0,0,0,870.541576414032,134.422524262757,-319.656049185322,0,0,0
1,-962.164421331299,-74.1683321268892,71.7108217527674,1.43665736035552,0.279193219976768,1.49102052286123,-962.101231144217,-74.2586444161681,71.7302648443632,1.44443087237313,0.274764705944726,1.50026398165972,-500,0,0,0,0,0,0,0,779.75937505112,121.040818237864,-293.486927854698,0,0,0
2,-960.337169365788,-73.8286127498137,73.0525791818022,2.21767856893997,0.400245534168579,1.19205270003179,-960.375226868211,-73.8723249264,73.1907199131314,2.21398399413676,0.410395402301436,1.18918170081208,-500,0,0,0,0,0,0,0,699.352054322746,106.705109622656,-265.299609907471,0,0,0
3,-957.769554631791,-73.3750095169632,74.1082800812037,2.91739800477418,0.506960931520027,0.918953279029243,-957.84836514387,-73.4789001121801,74.1621051387169,2.93696477326732,0.508154383571578,0.911333801005853,-500,0,0,0,0,0,0,0,622.000252961009,96.1423618672025,-239.457590378019,0,0,0
4,-954.541295109838,-72.8199728487866,74.9027958988822,3.53898207348402,0.603112404821054,0.669726580271042,-954.536542503904,-72.8732190077496,74.8602444912103,3.55653604398267,0.611575349752273,0.674991363634435,-500,0,0,0,0,0,0,0,553.41948060954,84.5889030402719,-217.219625345864,0,0,0
5,-950.7260944334,-72.1745619618679,75.4583477142203,4.09129232471183,0.687709368981153,0.441064320322135,-950.918314434567,-72.141555681503,75.5933376513381,4.08438041025354,0.680438725587429,0.441028864102727,-500,0,0,0,0,0,0,0,493.39858784378,76.239238804263,-195.289561712949,0,0,0
6,-946.388898732518,-71.4487293889834,75.7954721674489,4.58298405825696,0.76395577677218,0.232906024091245,-946.405684819132,-71.5102785878827,75.897065783225,4.58734665192024,0.764190704952988,0.251297585923002,-500,0,0,0,0,0,0,0,434.076704446241,66.6014866804666,-176.92389015875,0,0,0
7,-941.589942841727,-70.6514697434142,75.9330246042133,5.01482273707891,0.830563514384836,0.041954030806338,-941.432529694615,-70.7041821697478,75.9420192674036,5.01291599213687,0.816832204417248,0.0262507012355267,-500,0,0,0,0,0,0,0,381.573460175542,59.7251438977708,-154.50910865836,0,0,0
8,-936.385611203681,-69.7910409041192,75.8903391211286,5.39374795459155,0.890294164274033,-0.127539984241183,-936.378156604084,-69.8143314666398,75.8926941383767,5.38610544534944,0.888564946998608,-0.111460413403361,-500,0,0,0,0,0,0,0,334.145768673224,50.7721682334187,-140.639346936417,0,0,0
9,-930.826273486286,-68.8753582742227,75.6846942689683,5.72484253593263,0.941071095593578,-0.283937734912035,-930.874631916873,-68.9739450648039,75.8770804439527,5.74029777727611,0.931121911918798,-0.282914712958285,-500,0,0,0,0,0,0,0,287.719486106134,44.8356989377281,-123.462689592077,0,0,0
10,-924.95920962433,-67.9118672915158,75.3309415320829,6.00920983903679,0.985910869896964,-0.423729397883262,-924.923086061729,-68.0504329218005,75.3130159859763,6.00673285319865,0.99164796208294,-0.430244623213585,-500,0,0,0,0,0,0,0,249.172886803594,36.9360696353069,-107.601569650594,0,0,0
11,-918.827176750749,-66.9074866258755,74.845084889878,6.25478944347194,1.02285046145146,-0.548123671463057,-918.703736806125,-66.7510217277218,74.8530977184382,6.24304409685142,1.02172523993449,-0.541385537170808,-500,0,0,0,0,0,0,0,213.103063927109,31.3295194619946,-95.5676417197957,0,0,0
12,-912.467714604104,-65.8689699180795,74.2406786006545,6.46407515979531,1.0541829541321,-0.660808218889237,-912.570064978187,-65.79717579435,74.3478227793254,6.45500731467409,1.05583029609532,-0.669806761871099,-500,0,0,0,0,0,0,0,179.639398488964,26.0113219791678,-81.7149693715408,0,0,0
13,-905.915773171123,-64.8017800561184,73.5304040168058,6.63975586630918,1.08019676977704,-0.759841305498,-905.968029059154,-64.6586211960304,73.4784193719498,6.63556555812129,1.09182603707702,-0.758867127177842,-500,0,0,0,0,0,0,0,148.37950230618,20.1346386843592,-71.0701260261154,0,0,0
14,-899.20384962278,-63.71151495673,72.7263669424492,6.78404547077871,1.10033342896383,-0.848315482206259,-899.225932212808,-63.7163534499045,72.5204812098747,6.77431575191845,1.11040523508263,-0.861681673316647,-500,0,0,0,0,0,0,0,121.020289233772,16.3921833915458,-58.8727950880848,0,0,0
