sys.exec.out.time {s},chaser.lvlh_rel_state.rel_state.trans.position[0] {m},chaser.lvlh_rel_state.rel_state.trans.position[1] {m},chaser.lvlh_rel_state.rel_state.trans.position[2] {m},chaser.lvlh_rel_state.rel_state.trans.velocity[0] {m/s},chaser.lvlh_rel_state.rel_state.trans.velocity[1] {m/s},chaser.lvlh_rel_state.rel_state.trans.velocity[2] {m/s},gnc.meas_rel_pos[0] {m},gnc.meas_rel_pos[1] {m},gnc.meas_rel_pos[2] {m},gnc.meas_rel_vel[0] {m/s},gnc.meas_rel_vel[1] {m/s},gnc.meas_rel_vel[2] {m/s},gnc.setpoint_pos[0] {m},gnc.setpoint_pos[1] {m},gnc.setpoint_pos[2] {m},gnc.setpoint_vel[0] {m/s},gnc.setpoint_vel[1] {m/s},gnc.setpoint_vel[2] {m/s},gnc.guidance.state_ {1},gnc.guidance.current_leg_ {--},gnc.cmd_force[0] {N},gnc.cmd_force[1] {N},gnc.cmd_force[2] {N},gnc.control.saturated_[0] {--},gnc.control.saturated_[1] {--},gnc.control.saturated_[2] {--}
0,-942.207352215344,79.752901447259,15.7018157197163,-0.287149357452645,0.540129914768579,0.443402118559136,-942.347639486257,79.6483867662148,15.5058762627416,-0.290302278274768,0.54084334465973,0.429246593380261,-500,0,0,0,0,0,0,0,913.725506799991,-213.381107998403,-73.9364118635092,0,0,0
1,-942.037779802344,80.1863734241681,16.1080026515189,0.62625188502462,0.326814039050227,0.368454632582412,-941.974589615262,80.0960611348892,16.1274457431146,0.634025397042232,0.322385525018185,0.377698091380895,-500,0,0,0,0,0,0,0,820.546639526301,-192.430674771597,-70.0247006243188,0,0,0
2,-941.001519551089,80.4170014372226,16.4397587335825,1.44622748903592,0.13444198706214,0.294593226193536,-941.039577053511,80.3732892606363,16.5778994649118,1.44253291423271,0.144591855194997,0.291722226973831,-500,0,0,0,0,0,0,0,737.825862683751,-175.205764040772,-62.3280216272067,0,0,0
3,-939.186755271111,80.4638668949819,16.7002551393319,2.18326341195033,-0.0407110715520375,0.225982158210258,-939.26556578319,80.359976299765,16.7540801968451,2.20283018044346,-0.039517619500487,0.218362680186868,-500,0,0,0,0,0,0,0,658.248113522035,-156.768190649481,-55.344428412377,0,0,0
4,-936.674841792091,80.3447952370453,16.8945657504179,2.84052910418186,-0.197432244364472,0.162266729501684,-936.670089186157,80.2915490780823,16.8520143427461,2.85808307468051,-0.188969299433253,0.167531512865076,-500,0,0,0,0,0,0,0,587.531870904264,-141.686168212839,-50.4571799719998,0,0,0
5,-933.541110683427,80.0765408981568,17.0266926160694,3.426900826536,-0.339076433447247,0.101654743091781,-933.733330684594,80.1095471785218,17.1616825531872,3.4199889120777,-0.346347076840971,0.101619286872374,-500,0,0,0,0,0,0,0,525.467770161418,-125.584386672946,-44.4852937936117,0,0,0
6,-929.852116651363,79.67469103992,17.1004117313201,3.95105782192308,-0.464623283026528,0.0454863986685767,-929.868902737977,79.6131418410207,17.2020053470962,3.95542041558636,-0.46438835484572,0.063877960500334,-500,0,0,0,0,0,0,0,464.195763917319,-112.787448197469,-40.7918067442259,0,0,0
7,-925.669675118465,79.1536906216141,17.1191649502206,4.41379752617127,-0.577377553548734,-0.00824232773777367,-925.512261971353,79.1009781952805,17.1281596134109,4.41189078122924,-0.591108863516322,-0.023945657308585,-500,0,0,0,0,0,0,0,409.835445819781,-99.0910700389288,-31.8617534959633,0,0,0
8,-921.051716088071,78.5267821547565,17.0881171148429,4.82209755872863,-0.676439380098729,-0.0540849299328763,-921.044261488474,78.5034915922359,17.090472132091,4.81445504948653,-0.678168597374154,-0.0380053590950541,-500,0,0,0,0,0,0,0,360.643018028295,-89.1901234470564,-30.3804083546765,0,0,0
9,-916.050114082718,77.8057605933935,17.0115265285096,5.18108407904874,-0.765603742573592,-0.099299945987646,-916.098472513305,77.7071738028123,17.203912703494,5.19653932039223,-0.775552926248372,-0.0982769240338959,-500,0,0,0,0,0,0,0,312.543012987387,-77.8590549807874,-24.5801330035984,0,0,0
10,-910.713608746761,77.0012384755886,16.8922853161082,5.49190735315611,-0.843440492966043,-0.139358944882781,-910.677485184161,76.862672845304,16.8743597700015,5.48943036731798,-0.837703400780067,-0.145874170213104,-500,0,0,0,0,0,0,0,272.411933636524,-69.9550056126013,-19.1613025186926,0,0,0
11,-905.086368389774,76.1228301867849,16.735417493928,5.76255707411604,-0.913376084561531,-0.174530450599804,-904.96292844515,76.2792950849385,16.7434303224883,5.75081172749552,-0.914501306078498,-0.167792316307555,-500,0,0,0,0,0,0,0,234.844684140749,-61.1084595620273,-16.707629014221,0,0,0
12,-899.207292862266,75.1789082419178,16.5444013456606,5.99557902744113,-0.974467805192433,-0.207634318741397,-899.309643236349,75.2507023656473,16.6515455243314,5.98651118231991,-0.972820463229207,-0.216632861723259,-500,0,0,0,0,0,0,0,199.968168240707,-53.219358408374,-11.639804876337,0,0,0
13,-893.112639537449,74.1778378688347,16.3226765231998,6.19371552978676,-1.0276729409847,-0.235928065554111,-893.164895425479,74.3209967289226,16.2706918783439,6.18952522159887,-1.01604367368473,-0.234953887233953,-500,0,0,0,0,0,0,0,167.377268691071,-47.0376260893724,-9.04599503329245,0,0,0
14,-886.836159108944,73.1266520630369,16.0738768952981,6.35923474289643,-1.07469867064986,-0.261765478715099,-886.858241698972,73.1218135698624,15.8679911627237,6.34950502403617,-1.06462686453106,-0.275131669825486,-500,0,0,0,0,0,0,0,138.765980994328,-39.7809406866192,-4.22281534289873,0,0,0
15,-880.408453982737,72.0320678342119,15.8016130348523,6.49616771788392,-1.11446978703014,-0.282840357575395,-880.369095810203,71.945685972167,15.8226507876605,6.49915350722499,-1.11845539619552,-0.288516884315997,-500,0,0,0,0,0,0,0,110.822840897907,-32.0458323247816,-2.79361314372134,0,0,0
