sys.exec.out.time {s},chaser.lvlh_rel_state.rel_state.trans.position[0] {m},chaser.lvlh_rel_state.rel_state.trans.position[1] {m},chaser.lvlh_rel_state.rel_state.trans.position[2] {m},chaser.lvlh_rel_state.rel_state.trans.velocity[0] {m/s},chaser.lvlh_rel_state.rel_state.trans.velocity[1] {m/s},chaser.lvlh_rel_state.rel_state.trans.velocity[2] {m/s},gnc.meas_rel_pos[0] {m},gnc.meas_rel_pos[1] {m},gnc.meas_rel_pos[2] {m},gnc.meas_rel_vel[0] {m/s},gnc.meas_rel_vel[1] {m/s},gnc.meas_rel_vel[2] {m/s},gnc.setpoint_pos[0] {m},gnc.setpoint_pos[1] {m},gnc.setpoint_pos[2] {m},gnc.setpoint_vel[0] {m/s},gnc.setpoint_vel[1] {m/s},gnc.setpoint_vel[2] {m/s},gnc.guidance.state_ {1},gnc.guidance.current_leg_ {--},gnc.cmd_force[0] {N},gnc.cmd_force[1] {N},gnc.cmd_force[2] {N},gnc.control.saturated_[0] {--},gnc.control.saturated_[1] {--},gnc.control.saturated_[2] {--}
0,-1076.35019010113,131.094119174498,3.46664815954864,0.619964833942713,-0.34610965329971,1.34822804504712,-1076.49047737204,130.989604493454,3.27070870257394,0.616811913120591,-0.34539622340856,1.33407251986825,-500,0,0,0,0,0,0,0,1091.29976343203,-227.439586646052,-139.948669391973,0,0,0
1,-1075.18383517043,130.634266457697,4.74349572511377,1.71266466497166,-0.573595780301256,1.20484901281451,-1075.12064498335,130.543954168418,4.76293881670953,1.72043817698928,-0.578024294333298,1.21409247161299,-500,0,0,0,0,0,0,0,978.197472267764,-203.285478903505,-130.935124794718,0,0,0
2,-1072.98156241619,129.959007132585,5.87975415403406,2.69180433615432,-0.776922869925345,1.06711392677286,-1073.01961991861,129.915294955998,6.01789488536334,2.68810976135111,-0.766773001792487,1.06424292755315,-500,0,0,0,0,0,0,0,877.228263702106,-183.153289732748,-118.460082526042,0,0,0
3,-1069.85084243589,129.09048897002,6.88303296104666,3.56956512389709,-0.960113455219949,0.93894704114576,-1069.92965294797,128.986598374803,6.93685801855985,3.58913189239023,-0.958920003168398,0.931327563122371,-500,0,0,0,0,0,0,0,780.946116656915,-162.081196432767,-107.006472349357,0,0,0
4,-1065.89068753632,128.049318330518,7.76260756049432,4.35067978592831,-1.12222782381795,0.819760118699322,-1065.88593493039,127.996072171555,7.72005615282246,4.36823375642696,-1.11376487888673,0.825024902062715,-500,0,0,0,0,0,0,0,694.948494218084,-144.615656454438,-97.9426025119164,0,0,0
5,-1061.1925849756,126.854767945163,8.52645136110218,5.04546485727975,-1.26687294691886,0.707534220986194,-1061.38480497677,126.887774225528,8.66144129821993,5.03855294282145,-1.27414359031259,0.707498764766786,-500,0,0,0,0,0,0,0,618.914315671391,-126.361189419797,-88.0727590731185,0,0,0
6,-1055.83786114391,125.524701290361,9.18208870083969,5.66392732131367,-1.39326036268653,0.603390319641756,-1055.85464723052,125.463152091462,9.28368231661587,5.66828991497695,-1.39302543450572,0.621781881473513,-500,0,0,0,0,0,0,0,544.880302963346,-111.623760732351,-80.745552780583,0,0,0
7,-1049.90182796336,124.07561753373,9.73649451081052,6.20808724747888,-1.50490715054578,0.505113151088233,-1049.74441481625,124.022905107396,9.74548917400088,6.20618050253684,-1.51863846051337,0.489409821517421,-500,0,0,0,0,0,0,0,478.870779378818,-96.1819641634555,-68.4319604997439,0,0,0
8,-1043.4547372418,122.522609257827,10.198159463323,6.6860490169325,-1.60110940118785,0.417946008670776,-1043.44728264221,122.499318695306,10.2005144805711,6.67840650769039,-1.60283861846328,0.434025579508598,-500,0,0,0,0,0,0,0,419.053914515374,-84.7147755442848,-63.8035869120021,0,0,0
9,-1036.55970354123,120.879133630528,10.5744686012411,7.10397556291884,-1.68584185336269,0.334435450731357,-1036.60806197181,120.780546839947,10.7668547762255,7.11943080426232,-1.69579103703748,0.335458472685107,-500,0,0,0,0,0,0,0,361.273043517395,-71.9819899761465,-55.0795568209616,0,0,0
