sys.exec.out.time {s},chaser.lvlh_rel_state.rel_state.trans.position[0] {m},chaser.lvlh_rel_state.rel_state.trans.position[1] {m},chaser.lvlh_rel_state.rel_state.trans.position[2] {m},chaser.lvlh_rel_state.rel_state.trans.velocity[0] {m/s},chaser.lvlh_rel_state.rel_state.trans.velocity[1] {m/s},chaser.lvlh_rel_state.rel_state.trans.velocity[2] {m/s},gnc.meas_rel_pos[0] {m},gnc.meas_rel_pos[1] {m},gnc.meas_rel_pos[2] {m},gnc.meas_rel_vel[0] {m/s},gnc.meas_rel_vel[1] {m/s},gnc.meas_rel_vel[2] {m/s},gnc.setpoint_pos[0] {m},gnc.setpoint_pos[1] {m},gnc.setpoint_pos[2] {m},gnc.setpoint_vel[0] {m/s},gnc.setpoint_vel[1] {m/s},gnc.setpoint_vel[2] {m/s},gnc.guidance.state_ {1},gnc.guidance.current_leg_ {--},gnc.cmd_force[0] {N},gnc.cmd_force[1] {N},gnc.cmd_force[2] {N},gnc.control.saturated_[0] {--},gnc.control.saturated_[1] {--},gnc.control.saturated_[2] {--}
0,-1070.13768891535,-27.5288973745691,-15.3199756201357,-0.4146708720387,0.378472290313297,1.84707917539067,-1070.27797618626,-27.6334120556133,-15.5159150771104,-0.417823792860823,0.379185720204447,1.83292365021179,-500,0,0,0,0,0,0,0,1182.3383316586,17.3482520907818,-152.260534866959,0,0,0
1,-1069.95988459665,-27.14172208963,-13.5493306854507,0.77019278047014,0.39587827956509,1.69354080496043,-1069.89669440957,-27.2320343789089,-13.5298875938549,0.777966292487752,0.391449765533048,1.70278426375891,-500,0,0,0,0,0,0,0,1061.99675957036,15.3190922045131,-143.218651188181,0,0,0
2,-1068.65763794555,-26.7381583468107,-11.9295670075736,1.83421755561616,0.411249206071209,1.54538492651817,-1068.69569544797,-26.7818705233971,-11.7914262762443,1.83052298081295,0.421399074204067,1.54251392729846,-500,0,0,0,0,0,0,0,954.33909281465,11.4238336263875,-130.668540177358,0,0,0
3,-1066.34542288859,-26.3211739380604,-10.4532976675841,2.79013554607949,0.422719611413618,1.40661319775093,-1066.42423340067,-26.4250645332773,-10.3994726100709,2.80970231457262,0.423913063465169,1.39899371972754,-500,0,0,0,0,0,0,0,851.878235344084,10.4588227200377,-119.100426752613,0,0,0
4,-1063.12872485583,-25.8932041344558,-9.11139761385279,3.64318909941704,0.433219995771499,1.27670446952655,-1063.1239722499,-25.9464502934187,-9.15394902152465,3.66074306991569,0.441682940702718,1.28196925288994,-500,0,0,0,0,0,0,0,760.173637508223,7.72460651656568,-109.889027245945,0,0,0
5,-1059.10501329719,-25.456103298976,-7.89598119336172,4.40416701898659,0.440981675160759,1.15369795320272,-1059.29723329835,-25.4230970186111,-7.76099125624397,4.39725510452829,0.433711031767035,1.15366249698331,-500,0,0,0,0,0,0,0,678.868956143877,7.47509086051871,-99.8442671858431,0,0,0
6,-1054.36114225791,-25.0113675279837,-6.79955775341535,5.08351308897914,0.448489866808085,1.03876462569109,-1054.37792834452,-25.072916726883,-6.69796413763918,5.08787568264241,0.448724794988893,1.05715618752285,-500,0,0,0,0,0,0,0,599.968288424801,5.27335395487667,-92.3196904770065,0,0,0
7,-1048.97753053283,-24.5602263656447,-5.81513956878399,5.68365213906547,0.453792457887079,0.929732198540086,-1048.82011738571,-24.6129387919783,-5.80614490559362,5.68174539412343,0.440061147919492,0.914028868969274,-500,0,0,0,0,0,0,0,529.465695359084,5.21976279200734,-79.7905970857402,0,0,0
8,-1043.02914730529,-24.1038111222555,-4.93418341075689,6.21306278117914,0.459038028952918,0.831880536332406,-1043.02169270569,-24.1271016847761,-4.93182839350882,6.20542027193703,0.457308811677493,0.847960107170229,-500,0,0,0,0,0,0,0,465.501358217687,2.52332220180287,-74.9323539300052,0,0,0
9,-1036.58346399256,-23.6435000967348,-4.149217844209,6.67825475539531,0.461584022140774,0.737787300197809,-1036.63182242315,-23.742086887316,-3.9568316692246,6.6937099967388,0.451634838465994,0.738810322151559,-500,0,0,0,0,0,0,0,403.892645172421,2.3206899280326,-65.9673688767067,0,0,0
10,-1029.70348747359,-23.1807458963441,-3.45429971866629,7.08165407020675,0.463924378702053,0.651820572654888,-1029.66736391099,-23.3193115266288,-3.47222526477295,7.07917708436861,0.469661470888029,0.645305347324564,-500,0,0,0,0,0,0,0,351.417019385109,-0.327524035545387,-57.5860842029105,0,0,0
11,-1022.44642764591,-22.7169767243407,-2.84151236871565,7.43242597244202,0.463613965349937,0.57355549319262,-1022.32298770128,-22.560511826187,-2.83349954015541,7.4206806258215,0.46248874383297,0.580293627484869,-500,0,0,0,0,0,0,0,302.577912820418,-1.12785073092296,-52.3623636681761,0,0,0
