sys.exec.out.time {s},chaser.lvlh_rel_state.rel_state.trans.position[0] {m},chaser.lvlh_rel_state.rel_state.trans.position[1] {m},chaser.lvlh_rel_state.rel_state.trans.position[2] {m},chaser.lvlh_rel_state.rel_state.trans.velocity[0] {m/s},chaser.lvlh_rel_state.rel_state.trans.velocity[1] {m/s},chaser.lvlh_rel_state.rel_state.trans.velocity[2] {m/s},gnc.meas_rel_pos[0] {m},gnc.meas_rel_pos[1] {m},gnc.meas_rel_pos[2] {m},gnc.meas_rel_vel[0] {m/s},gnc.meas_rel_vel[1] {m/s},gnc.meas_rel_vel[2] {m/s},gnc.setpoint_pos[0] {m},gnc.setpoint_pos[1] {m},gnc.setpoint_pos[2] {m},gnc.setpoint_vel[0] {m/s},gnc.setpoint_vel[1] {m/s},gnc.setpoint_vel[2] {m/s},gnc.guidance.state_ {1},gnc.guidance.current_leg_ {--},gnc.cmd_force[0] {N},gnc.cmd_force[1] {N},gnc.cmd_force[2] {N},gnc.control.saturated_[0] {--},gnc.control.saturated_[1] {--},gnc.control.saturated_[2] {--}
0,-1005.73211216291,46.0878020085016,-32.3738256897777,-0.763249260780386,-0.74121684056345,0.147451863670705,-1005.87239943382,45.9832873274574,-32.5697651467524,-0.766402181602509,-0.7405034106723,0.133296338491829,-500,0,0,0,0,0,0,0,1088.3850170279,-17.9162335876849,51.809896444322,0,0,0
1,-1005.95161341483,45.3375742695621,-32.200322689071,0.32427576515575,-0.759238637313661,0.198938335760998,-1005.88842322774,45.2472619802832,-32.1808795974752,0.332049277173362,-0.763667151345704,0.208181794559482,-500,0,0,0,0,0,0,0,978.57191873815,-14.127808825996,43.5435797390023,0,0,0
2,-1005.13842018068,44.5712242820025,-31.9811814374393,1.30213379206647,-0.773461337800788,0.238790434421545,-1005.1764776831,44.5275121054161,-31.84304070611,1.29843921726326,-0.76331146966793,0.23591943520184,-500,0,0,0,0,0,0,0,880.50903363987,-12.7238772440393,40.094137892036,0,0,0
3,-1003.39633808199,43.7913583112081,-31.7254003503508,2.18205048677221,-0.786270603807611,0.272273440216417,-1003.47514859407,43.6874677159912,-31.6715752928376,2.20161725526535,-0.785077151756061,0.264653962193028,-500,0,0,0,0,0,0,0,786.788571661609,-8.86722025637623,36.8777543663725,0,0,0
4,-1000.82114722031,43.0006159436714,-31.4390203412169,2.96834861909766,-0.795214131296055,0.300041266293617,-1000.81639461438,42.9473697847084,-31.4815717488887,2.98590258959631,-0.786751186364836,0.30530604965701,-500,0,0,0,0,0,0,0,703.042530269122,-7.21962093293315,32.4325385320765,0,0,0
5,-997.501492223993,42.2017579111546,-31.1281879564649,3.67097550903514,-0.802501933761854,0.321225551631534,-997.69371222516,42.2347641915196,-30.9931980193472,3.66406359457685,-0.809772577155579,0.321190095412126,-500,0,0,0,0,0,0,0,628.981064992635,-3.49227066748131,29.8673864974817,0,0,0
6,-993.516207389423,41.3974793396661,-30.7983908317175,4.29960623481175,-0.806055209234474,0.338012632214181,-993.532993476038,41.3359301407669,-30.6967972159413,4.30396882847502,-0.805820281053666,0.356404194045938,-500,0,0,0,0,0,0,0,556.669104104574,-2.08983217616715,25.7531750272888,0,0,0
7,-988.938427742261,40.5903522210105,-30.4546401733051,4.85596233142641,-0.808199028069327,0.349173529141502,-988.781014595149,40.5376397946769,-30.4456455101147,4.85405558648437,-0.821930338036914,0.333470199570691,-500,0,0,0,0,0,0,0,492.15647054186,1.11775421433751,27.5442710631603,0,0,0
8,-983.836511454514,39.7826881887079,-30.0994818439192,5.34788015166227,-0.807129036462802,0.36086445323935,-983.829056854917,39.7593976261873,-30.0971268266712,5.34023764242017,-0.808858253738227,0.376944024077172,-500,0,0,0,0,0,0,0,433.634349467818,1.36703012144821,22.4998512456252,0,0,0
9,-978.271933795864,38.9762216317081,-29.7356884308067,5.78128193149408,-0.80580407748566,0.366476822135194,-978.320292226451,38.8776348411268,-29.5433022558223,5.79673717283757,-0.815753261160441,0.367499844088944,-500,0,0,0,0,0,0,0,376.966867169145,3.82005643379038,22.3366201027502,0,0,0
